color_code,unique_id,black_box,red_circle,green_triangle,blue_pentagon
7003_10,gamma_12,"(193, 184, 151)","(125, 23, 19)","(18, 64, 34)","(6, 23, 82)"
1004_4C,noise_43,"(187, 171, 166)","(169, 52, 55)","(54, 98, 72)","(49, 49, 91)"
2001_6C,motion_blur_4,"(225, 209, 238)","(206, 95, 142)","(50, 154, 135)","(30, 77, 246)"
8002_12C,noise_43,"(161, 118, 103)","(138, 19, 29)","(26, 86, 51)","(3, 23, 109)"
2002_4B,gamma_48,"(202, 162, 150)","(141, 31, 30)","(22, 83, 49)","(7, 38, 105)"
8002_10A,gaussian_blur_32,"(190, 169, 159)","(134, 39, 45)","(23, 54, 38)","(24, 24, 52)"
7002_17,hue_2,"(200, 203, 176)","(152, 76, 41)","(36, 90, 83)","(37, 29, 119)"
2002_6C,brightness_55,"(215, 173, 148)","(150, 32, 32)","(24, 79, 42)","(15, 36, 94)"
8002_9A,hue_20,"(174, 155, 191)","(203, 100, 127)","(130, 187, 193)","(75, 109, 190)"
1006_6a,gaussian_blur_32,"(171, 144, 158)","(167, 94, 103)","(78, 116, 109)","(85, 98, 146)"
8002_12B,shadow_54,"(106, 92, 82)","(82, 37, 39)","(35, 57, 45)","(31, 42, 68)"
2002_3B,rotate_8,"(177, 71, 56)","(178, 22, 33)","(14, 97, 50)","(23, 37, 82)"
8002_2B,clahe_42,"(167, 149, 143)","(160, 53, 59)","(36, 71, 51)","(36, 43, 69)"
2002_6B,shadow_18,"(128, 98, 77)","(101, 29, 23)","(26, 56, 38)","(16, 24, 55)"
2002_4B,motion_blur_49,"(196, 152, 138)","(129, 22, 22)","(15, 70, 38)","(4, 28, 92)"
2001_4B,gaussian_blur_5,"(185, 173, 196)","(175, 42, 56)","(21, 115, 81)","(4, 47, 155)"
8002_12C,shadow_18,"(119, 93, 70)","(87, 25, 19)","(22, 49, 32)","(15, 22, 48)"
8002_9c,brightness_46,"(117, 83, 83)","(79, 20, 27)","(19, 41, 44)","(18, 27, 63)"
6004_1A,brightness_10,"(179, 176, 165)","(123, 31, 26)","(22, 66, 36)","(12, 27, 81)"
2001_4B,motion_blur_67,"(195, 157, 154)","(128, 22, 25)","(15, 66, 38)","(1, 21, 81)"
P340_shadow,9,"(109, 110, 77)","(69, 12, 10)","(11, 31, 18)","(6, 13, 34)"
7002_10,hue_20,"(187, 174, 157)","(132, 32, 56)","(17, 53, 22)","(6, 37, 65)"
7003_10,noise_16,"(202, 194, 165)","(153, 33, 28)","(28, 94, 52)","(11, 36, 115)"
8002_9B,shadow_18,"(128, 111, 95)","(121, 54, 48)","(48, 77, 62)","(14, 23, 52)"
2001_5c,gaussian_blur_23,"(166, 130, 133)","(148, 69, 77)","(76, 109, 101)","(97, 106, 151)"
2002_6B,rotate_8,"(186, 154, 165)","(183, 46, 63)","(16, 126, 97)","(3, 51, 170)"
2001_6C,rotate_35,"(160, 133, 136)","(108, 29, 53)","(14, 42, 41)","(12, 17, 46)"
2002_3c,shadow_9,"(65, 46, 47)","(89, 58, 63)","(25, 36, 37)","(26, 32, 49)"
1008_6C,gaussian_blur_14,"(215, 181, 173)","(198, 70, 86)","(47, 91, 77)","(35, 43, 89)"
2003_6B,shadow_54,"(84, 69, 58)","(42, 6, 7)","(4, 23, 13)","(2, 10, 33)"
8002_9A,shadow_36,"(88, 82, 77)","(92, 51, 54)","(45, 55, 47)","(13, 15, 24)"
2011_4,hue_38,"(96, 24, 48)","(160, 56, 114)","(31, 69, 26)","(9, 50, 62)"
8002_1A,gamma_39,"(205, 199, 207)","(115, 41, 69)","(28, 70, 67)","(48, 70, 132)"
7003_10,motion_blur_22,"(202, 197, 159)","(150, 39, 32)","(25, 72, 40)","(4, 23, 79)"
P340_gamma,3,"(189, 191, 115)","(161, 29, 25)","(25, 73, 41)","(14, 31, 82)"
7003_10,noise_7,"(207, 201, 187)","(185, 73, 79)","(69, 124, 98)","(62, 81, 155)"
1001_4B,shadow_18,"(108, 99, 110)","(66, 13, 12)","(7, 34, 18)","(2, 13, 45)"
2002_6C,gamma_12,"(221, 173, 132)","(208, 62, 49)","(55, 118, 79)","(41, 61, 124)"
2003_6B,motion_blur_4,"(188, 159, 153)","(171, 40, 56)","(14, 117, 88)","(4, 46, 160)"
1004_4b,gamma_3,"(203, 181, 194)","(179, 100, 106)","(97, 129, 119)","(108, 118, 156)"
7002_10,noise_25,"(208, 203, 177)","(175, 48, 44)","(30, 102, 59)","(11, 41, 121)"
2001_5c,noise_7,"(163, 114, 111)","(142, 71, 83)","(72, 112, 106)","(86, 98, 149)"
1006_6a,gaussian_blur_41,"(161, 137, 151)","(107, 85, 87)","(64, 101, 94)","(72, 85, 127)"
1004_4b,noise_43,"(161, 146, 163)","(169, 85, 95)","(81, 124, 115)","(80, 95, 151)"
8002_7c,gamma_39,"(176, 135, 135)","(185, 117, 117)","(85, 111, 99)","(74, 83, 118)"
1002_4B,rotate_26,"(177, 162, 158)","(140, 42, 44)","(30, 61, 44)","(26, 26, 54)"
8002_12B,clahe_51,"(194, 158, 132)","(132, 23, 30)","(21, 75, 44)","(13, 40, 103)"
1002_4B,shadow_9,"(110, 108, 119)","(74, 50, 64)","(30, 62, 57)","(21, 37, 85)"
1008_4a,motion_blur_4,"(199, 153, 156)","(212, 133, 132)","(134, 157, 141)","(105, 117, 154)"
2002_6C,motion_blur_4,"(191, 172, 177)","(174, 41, 53)","(25, 115, 81)","(6, 46, 148)"
8002_10A,gamma_3,"(199, 174, 176)","(201, 103, 128)","(31, 69, 62)","(16, 21, 52)"
8002_9A,gamma_12,"(214, 198, 198)","(182, 52, 81)","(32, 93, 77)","(34, 55, 133)"
2002_6C,noise_70,"(197, 162, 143)","(141, 21, 23)","(16, 80, 45)","(1, 24, 100)"
1008_3C,gamma_3,"(171, 75, 73)","(150, 7, 17)","(4, 69, 26)","(12, 22, 62)"
2003_6C,gamma_3,"(164, 166, 181)","(161, 29, 45)","(8, 100, 72)","(1, 33, 144)"
8002_12B,brightness_46,"(122, 90, 67)","(65, 0, 0)","(1, 13, 1)","(0, 0, 35)"
8002_9A,noise_43,"(233, 218, 216)","(224, 151, 170)","(126, 166, 153)","(58, 76, 139)"
8002_2B,hue_20,"(201, 182, 204)","(178, 82, 140)","(43, 88, 110)",
2002_6C,clahe_33,"(186, 152, 142)","(134, 43, 51)","(32, 73, 57)","(21, 38, 91)"
8002_9B,rotate_17,"(227, 187, 152)","(212, 59, 48)","(44, 110, 73)","(33, 52, 117)"
1004_4b,clahe_42,"(160, 142, 161)","(133, 60, 69)","(61, 96, 89)","(65, 77, 124)"
2002_6C,motion_blur_58,"(203, 163, 137)","(139, 25, 24)","(18, 71, 35)","(9, 29, 85)"
2011_4,noise_43,"(133, 51, 26)","(188, 62, 59)","(34, 106, 67)","(10, 28, 109)"
8002_9c,brightness_1,"(254, 207, 189)","(252, 144, 139)","(66, 146, 116)","(75, 98, 166)"
1008_6a,shadow_18,"(92, 78, 78)","(101, 73, 72)","(55, 66, 63)","(22, 25, 42)"
7002_17,shadow_27,"(102, 99, 90)","(82, 47, 45)","(40, 55, 45)","(35, 41, 58)"
1008_6C,shadow_27,"(101, 89, 88)","(79, 42, 49)","(13, 25, 22)","(7, 9, 24)"
7001_19,shadow_36,"(99, 92, 84)","(81, 38, 40)","(32, 51, 47)","(30, 36, 52)"
8007_3E,gaussian_blur_32,"(163, 159, 147)","(124, 23, 27)","(12, 53, 40)","(6, 20, 55)"
2001_6B,clahe_33,"(203, 163, 160)","(131, 41, 48)","(28, 70, 55)","(17, 36, 86)"
8002_12B,gamma_12,"(221, 179, 131)","(203, 58, 47)","(49, 113, 77)","(33, 53, 116)"
1008_5C,clahe_6,"(195, 122, 114)","(179, 21, 30)","(18, 98, 52)","(25, 39, 84)"
2001_6C,shadow_9,"(129, 122, 135)","(92, 42, 64)","(23, 69, 61)","(13, 35, 110)"
8002_12C,clahe_51,"(179, 131, 100)","(141, 30, 34)","(25, 83, 52)","(15, 42, 109)"
1008_6C,gaussian_blur_23,"(172, 143, 141)","(122, 31, 48)","(22, 52, 43)","(17, 22, 60)"
8007_3E,shadow_45,"(67, 66, 61)","(54, 20, 18)","(40, 53, 43)","(33, 37, 53)"
1002_4B,motion_blur_4,"(227, 221, 253)","(219, 147, 192)","(93, 182, 173)","(62, 111, 250)"
8002_2c,clahe_42,"(157, 141, 164)","(151, 74, 87)","(55, 87, 87)","(57, 70, 116)"
1004_4C,clahe_33,"(158, 144, 151)","(195, 68, 86)","(24, 92, 72)","(26, 43, 95)"
8002_10A,clahe_24,"(215, 194, 191)","(189, 81, 107)","(77, 123, 109)","(63, 79, 132)"
1006_6B,hue_38,"(223, 209, 195)","(170, 83, 56)","(70, 127, 129)","(108, 94, 187)"
2001_4B,gamma_12,"(221, 174, 148)","(205, 48, 38)","(42, 108, 70)","(28, 48, 117)"
8002_9c,motion_blur_22,"(242, 184, 165)","(238, 109, 103)","(101, 158, 123)","(84, 105, 172)"
2001_6B,shadow_72,"(108, 91, 87)","(53, 9, 10)","(7, 29, 17)","(1, 10, 38)"
2002_6B,gamma_3,"(185, 153, 164)","(181, 45, 63)","(14, 124, 95)","(2, 50, 170)"
8002_12B,hue_56,"(194, 164, 143)","(125, 28, 35)","(14, 57, 27)","(11, 31, 73)"
2001_6B,gaussian_blur_32,"(187, 147, 143)","(137, 47, 56)","(29, 71, 55)","(16, 33, 84)"
1008_4B,rotate_17,"(212, 159, 173)","(213, 96, 118)","(40, 90, 73)","(26, 33, 72)"
2002_6C,shadow_63,"(97, 84, 76)","(76, 42, 41)","(40, 56, 45)","(2, 8, 27)"
2003_6C,motion_blur_22,"(192, 173, 156)","(124, 28, 29)","(20, 69, 51)","(5, 24, 80)"
8002_12B,noise_52,"(196, 165, 142)","(160, 25, 32)","(21, 106, 58)","(7, 45, 133)"
8002_1A,clahe_33,"(148, 136, 133)","(152, 59, 70)","(36, 61, 51)","(36, 36, 60)"
1004_4b,motion_blur_40,"(149, 132, 150)","(147, 72, 82)","(65, 99, 92)","(67, 80, 127)"
2002_3c,motion_blur_4,"(167, 118, 120)","(147, 72, 84)","(64, 93, 93)","(69, 82, 126)"
2002_6B,noise_70,"(179, 134, 116)","(177, 33, 33)","(27, 116, 64)","(5, 40, 145)"
2001_3C,noise_7,"(195, 112, 98)","(195, 23, 35)","(8, 124, 57)","(27, 46, 105)"
8002-8F_noise,7,"(150, 43, 38)","(199, 38, 34)","(43, 108, 64)","(20, 46, 119)"
2003_6B,noise_25,"(193, 148, 108)","(149, 31, 28)","(20, 83, 51)","(10, 30, 100)"
7002_10,gaussian_blur_23,"(202, 198, 169)","(149, 39, 36)","(23, 70, 41)","(7, 27, 81)"
1008_4B,motion_blur_40,"(206, 165, 177)","(107, 31, 56)","(25, 60, 54)","(46, 62, 124)"
2003_6C,gamma_57,"(211, 189, 168)","(148, 36, 35)","(22, 83, 49)","(14, 40, 101)"
P480_gaussian,blur_5,"(20, 67, 108)","(195, 37, 27)","(44, 98, 57)","(24, 45, 107)"
8002_9c,hue_47,"(189, 153, 155)","(147, 76, 87)","(75, 103, 105)","(74, 86, 127)"
6004_1A,gaussian_blur_14,"(192, 189, 177)","(130, 23, 18)","(16, 66, 31)","(2, 20, 81)"
1002_4B,motion_blur_13,"(163, 151, 162)","(135, 49, 73)","(13, 44, 41)","(27, 31, 42)"
2002_6C,hue_47,"(199, 171, 153)","(143, 39, 33)","(23, 86, 55)","(13, 33, 109)"
1001_4B,brightness_1,"(184, 177, 207)","(168, 75, 74)","(61, 105, 83)","(61, 80, 138)"
1006_6a,gamma_39,"(172, 151, 163)","(123, 101, 104)","(79, 116, 109)","(87, 101, 142)"
1006_6a,brightness_10,"(159, 128, 140)","(168, 91, 95)","(98, 124, 110)","(83, 91, 130)"
8002_9A,hue_2,"(153, 126, 132)","(197, 81, 90)","(64, 111, 114)","(36, 39, 108)"
8002_9B,noise_7,"(187, 183, 200)","(196, 52, 68)","(29, 145, 108)","(7, 60, 188)"
8002_12C,gamma_57,"(173, 118, 77)","(133, 16, 16)","(10, 64, 30)","(2, 21, 80)"
2001_4B,noise_7,"(192, 181, 202)","(200, 50, 67)","(27, 150, 105)","(8, 59, 193)"
2003_6B,hue_65,"(189, 122, 119)","(138, 32, 72)","(23, 73, 27)","(7, 58, 91)"
8002_2c,noise_16,"(175, 149, 179)","(155, 74, 89)","(77, 105, 106)","(88, 93, 140)"
1004_4b,clahe_6,"(196, 174, 187)","(152, 74, 78)","(75, 105, 96)","(80, 89, 126)"
1008_3C,noise_7,"(186, 100, 99)","(181, 14, 28)","(5, 106, 47)","(24, 40, 95)"
8002_9c,motion_blur_31,"(211, 156, 135)","(222, 108, 97)","(41, 125, 86)","(39, 65, 134)"
1008_5C,noise_7,"(175, 108, 99)","(204, 27, 39)","(9, 123, 57)","(28, 46, 106)"
7002_17,noise_25,"(221, 212, 189)","(188, 54, 47)","(31, 111, 59)","(9, 41, 132)"
7001_21,clahe_33,"(201, 186, 165)","(135, 30, 38)","(28, 68, 54)","(22, 31, 70)"
8002_2c,clahe_33,"(150, 131, 154)","(110, 45, 54)","(45, 79, 73)","(72, 83, 129)"
2002_6C,noise_52,"(193, 161, 144)","(164, 29, 32)","(23, 111, 63)","(8, 45, 140)"
2002_4B,motion_blur_31,"(183, 145, 145)","(136, 45, 54)","(35, 74, 61)","(16, 33, 85)"
P440_motion,blur_4,"(142, 185, 174)","(168, 30, 26)","(34, 79, 45)","(14, 30, 79)"
8002_12B,motion_blur_40,"(170, 142, 136)","(118, 17, 29)","(19, 67, 43)","(1, 18, 87)"
8002_9B,gaussian_blur_41,"(177, 149, 156)","(117, 20, 31)","(23, 70, 45)","(2, 21, 89)"
8002_9c,noise_43,"(242, 186, 166)","(233, 103, 95)","(99, 162, 124)","(125, 141, 190)"
1006_6B,shadow_45,"(112, 102, 101)","(92, 50, 57)","(54, 77, 69)","(64, 72, 99)"
7001_21,motion_blur_22,"(212, 210, 198)","(149, 39, 33)","(21, 68, 38)","(4, 22, 75)"
8002_12B,brightness_37,"(125, 97, 92)","(73, 0, 0)","(3, 22, 4)","(0, 0, 43)"
2003_6B,noise_16,"(223, 166, 111)","(211, 65, 57)","(55, 123, 86)","(43, 63, 135)"
1008_4a,noise_7,"(206, 167, 169)","(217, 151, 149)","(147, 168, 155)","(125, 135, 168)"
P490_shadow,9,,"(95, 44, 41)","(29, 47, 35)","(6, 14, 34)"
1008_4B,shadow_36,"(118, 101, 105)","(79, 41, 50)","(42, 57, 51)","(30, 36, 53)"
2001_5c,noise_34,"(153, 108, 109)","(169, 89, 102)","(70, 108, 107)","(81, 95, 152)"
7001_21,gamma_39,"(193, 181, 165)","(139, 56, 50)","(33, 61, 39)","(4, 11, 48)"
8002_9c,shadow_9,"(113, 87, 81)","(90, 37, 35)","(37, 68, 56)","(11, 20, 47)"
1006_6a,rotate_26,"(147, 121, 132)","(158, 79, 81)","(60, 96, 85)","(69, 82, 126)"
8002_9B,noise_70,"(200, 173, 162)","(159, 36, 34)","(25, 103, 60)","(4, 34, 132)"
2002_3B,noise_7,"(192, 79, 62)","(200, 25, 37)","(12, 124, 60)","(30, 48, 106)"
2002_4B,noise_43,"(182, 147, 159)","(153, 25, 38)","(24, 99, 60)","(4, 27, 128)"
8002_9B,shadow_9,"(98, 97, 103)","(98, 49, 54)","(40, 77, 66)","(1, 19, 60)"
2001_5c,motion_blur_40,"(179, 121, 110)","(164, 79, 83)","(66, 101, 90)","(78, 89, 134)"
7002_17,hue_20,"(227, 208, 201)","(164, 47, 92)","(30, 77, 26)","(10, 63, 87)"
8002_12B,shadow_18,"(106, 86, 62)","(97, 28, 22)","(24, 55, 38)","(16, 25, 56)"
8002_12B,gaussian_blur_14,"(222, 180, 132)","(204, 59, 48)","(51, 115, 79)","(35, 55, 117)"
7001_19,clahe_15,"(193, 183, 174)","(139, 30, 35)","(28, 81, 48)","(7, 26, 90)"
2001_6B,noise_25,"(204, 163, 145)","(150, 31, 29)","(23, 86, 54)","(13, 33, 101)"
1001_4B,noise_43,"(154, 134, 144)","(163, 45, 44)","(19, 68, 36)","(3, 12, 70)"
7002_17,motion_blur_4,"(212, 209, 200)","(161, 56, 58)","(47, 99, 75)","(42, 63, 129)"
1001_4B,hue_11,"(187, 152, 178)","(150, 83, 18)","(13, 84, 73)","(25, 1, 106)"
8007_3E,hue_2,"(194, 197, 190)","(159, 83, 48)","(46, 84, 63)","(43, 41, 100)"
2002_6C,gamma_21,"(203, 176, 159)","(151, 47, 49)","(28, 88, 64)","(19, 42, 106)"
2001_4B,noise_70,"(202, 171, 168)","(169, 34, 37)","(26, 114, 65)","(6, 36, 140)"
8002_1A,brightness_1,"(190, 195, 218)","(182, 102, 147)","(112, 167, 175)","(56, 96, 213)"
1008_6a,brightness_10,"(110, 77, 79)","(127, 64, 64)","(26, 50, 43)","(15, 23, 60)"
2003_6C,rotate_26,"(192, 174, 156)","(124, 28, 29)","(13, 64, 45)","(5, 24, 80)"
2001_6B,shadow_45,"(109, 90, 94)","(58, 9, 14)","(10, 33, 20)","(1, 10, 43)"
1006_6a,brightness_19,"(151, 128, 137)","(160, 90, 92)","(73, 105, 95)","(80, 92, 132)"
2002_6C,rotate_26,"(192, 161, 142)","(133, 31, 32)","(21, 70, 50)","(10, 28, 86)"
8002_12B,gaussian_blur_5,"(186, 177, 178)","(170, 41, 54)","(19, 112, 82)","(3, 45, 150)"
2001_6B,gamma_48,"(178, 130, 116)","(113, 14, 14)","(9, 57, 28)","(1, 20, 79)"
7002_17,gamma_12,"(216, 206, 185)","(129, 23, 19)","(19, 68, 36)","(2, 21, 82)"
1008_4B,rotate_26,"(188, 134, 126)","(165, 49, 52)","(31, 63, 40)","(29, 30, 56)"
8002_2c,hue_29,"(159, 122, 152)","(129, 63, 50)","(54, 89, 97)","(75, 65, 133)"
1008_6a,gaussian_blur_14,"(153, 117, 120)","(171, 104, 103)","(63, 89, 82)","(51, 59, 99)"
8002_1A,gamma_3,"(222, 226, 252)","(213, 128, 176)","(141, 198, 207)","(80, 121, 246)"
8007_3E,brightness_10,"(181, 185, 185)","(129, 39, 38)","(40, 82, 55)","(23, 40, 96)"
1008_6a,clahe_15,"(169, 132, 135)","(168, 101, 100)","(59, 85, 77)","(52, 61, 100)"
2011_4,gamma_30,"(140, 72, 50)","(171, 47, 51)","(28, 78, 65)","(26, 42, 85)"
4005_7A,brightness_10,"(241, 245, 244)","(157, 33, 27)","(34, 93, 53)","(9, 34, 106)"
1008_6a,rotate_26,"(155, 119, 120)","(174, 108, 107)","(68, 95, 86)","(54, 63, 101)"
2002_6B,clahe_24,"(189, 137, 110)","(129, 24, 22)","(19, 65, 39)","(15, 29, 82)"
2001_4B,motion_blur_4,"(185, 173, 196)","(175, 43, 56)","(21, 115, 82)","(4, 47, 155)"
8007_3E,rotate_17,"(196, 200, 200)","(132, 25, 21)","(21, 73, 41)","(3, 25, 92)"
1008_4a,motion_blur_31,"(181, 136, 137)","(112, 61, 69)","(91, 117, 105)","(70, 82, 118)"
2002_6B,hue_29,"(180, 115, 113)","(160, 46, 80)","(46, 96, 68)","(24, 64, 106)"
8002_12B,shadow_27,"(121, 106, 93)","(87, 40, 40)","(33, 57, 47)","(31, 38, 66)"
2002_6B,noise_25,"(181, 134, 109)","(161, 34, 30)","(24, 98, 57)","(10, 34, 116)"
1008_4B,rotate_44,"(206, 165, 177)","(107, 31, 56)","(26, 60, 54)","(47, 62, 125)"
1008_5C,hue_11,"(154, 130, 86)","(165, 86, 28)","(7, 83, 79)","(32, 20, 70)"
2001_6B,gamma_30,"(181, 141, 137)","(132, 41, 50)","(24, 63, 49)","(13, 28, 77)"
2002_6a,shadow_18,"(80, 59, 59)","(67, 34, 40)","(31, 43, 43)","(34, 37, 56)"
1007_5C,clahe_6,"(189, 127, 122)","(176, 30, 50)","(12, 93, 45)","(26, 41, 87)"
2003_6B,rotate_62,"(197, 146, 103)","(143, 25, 25)","(16, 71, 35)","(13, 33, 89)"
2002_6a,hue_11,"(170, 135, 134)","(171, 106, 119)","(94, 111, 111)","(105, 110, 146)"
8002_12C,hue_11,"(205, 162, 115)","(200, 82, 68)","(64, 109, 83)","(45, 56, 105)"
8002_9B,motion_blur_40,"(177, 149, 156)","(117, 20, 30)","(23, 71, 44)","(2, 21, 90)"
2011_4,gaussian_blur_41,"(99, 38, 20)","(164, 50, 49)","(25, 74, 47)","(6, 17, 67)"
8002_2B,hue_29,"(192, 167, 170)","(142, 61, 42)","(38, 85, 91)","(73, 63, 162)"
1004_4b,rotate_17,"(196, 167, 187)","(187, 108, 115)","(103, 125, 119)","(92, 97, 141)"
8002_2B,gaussian_blur_14,"(219, 201, 210)","(211, 119, 137)","(89, 142, 121)","(37, 54, 99)"
7002_17,gaussian_blur_32,"(186, 165, 136)","(124, 21, 24)","(10, 49, 37)","(4, 17, 51)"
1008_4a,shadow_18,"(102, 84, 85)","(76, 43, 44)","(31, 44, 39)","(32, 36, 52)"
4005_7A,gamma_21,"(200, 205, 200)","(158, 47, 43)","(23, 74, 41)","(7, 28, 84)"
P340_rotate,8,"(189, 192, 113)","(161, 29, 25)","(23, 71, 39)","(14, 31, 81)"
2001_4B,shadow_54,"(108, 93, 89)","(52, 9, 10)","(6, 30, 16)","(2, 12, 40)"
8002_9A,rotate_17,"(220, 206, 206)","(192, 67, 97)","(52, 113, 98)","(47, 70, 148)"
8002_12C,gaussian_blur_14,"(214, 153, 97)","(209, 60, 48)","(54, 116, 77)","(37, 53, 113)"
2002_6a,shadow_9,"(86, 62, 57)","(84, 43, 47)","(42, 58, 54)","(48, 53, 73)"
7002_10,shadow_27,"(83, 80, 71)","(48, 13, 11)","(6, 22, 12)","(2, 9, 27)"
2001_6B,motion_blur_4,"(187, 165, 177)","(168, 41, 52)","(20, 108, 74)","(5, 42, 140)"
2001_4B,motion_blur_49,"(191, 153, 146)","(129, 23, 24)","(16, 72, 41)","(5, 32, 98)"
2002_4B,gaussian_blur_5,"(182, 169, 200)","(180, 46, 62)","(16, 120, 94)","(3, 49, 164)"
2001_6C,gaussian_blur_32,"(161, 134, 137)","(108, 29, 53)","(11, 40, 39)","(12, 17, 46)"
1008_4a,clahe_24,"(165, 125, 129)","(82, 38, 41)","(54, 77, 65)","(57, 68, 102)"
2003_6B,clahe_33,"(197, 151, 128)","(138, 42, 53)","(36, 79, 62)","(16, 31, 80)"
2002_7c,shadow_9,"(94, 77, 77)","(63, 42, 42)","(29, 38, 37)","(26, 31, 43)"
2001_6C,motion_blur_13,"(217, 188, 187)","(218, 132, 153)","(86, 135, 118)","(38, 53, 105)"
1006_6a,gaussian_blur_14,"(169, 139, 151)","(177, 104, 108)","(112, 135, 123)","(97, 105, 142)"
8002_10A,brightness_37,"(186, 167, 163)","(139, 31, 57)","(14, 69, 56)","(14, 34, 95)"
1008_6a,rotate_17,"(153, 117, 120)","(171, 104, 103)","(57, 84, 76)","(51, 60, 99)"
8002_12B,rotate_17,"(222, 180, 132)","(204, 59, 48)","(49, 114, 78)","(34, 54, 117)"
2002_4B,motion_blur_58,"(202, 158, 140)","(138, 27, 26)","(18, 70, 34)","(8, 28, 81)"
1008_4a,rotate_8,"(199, 153, 156)","(211, 133, 132)","(130, 155, 139)","(106, 117, 154)"
8002_12B,shadow_45,"(86, 72, 69)","(83, 34, 39)","(9, 33, 21)","(0, 9, 42)"
2002_4B,shadow_9,"(95, 90, 100)","(60, 15, 20)","(5, 40, 31)","(1, 16, 55)"
7002_10,noise_16,"(217, 211, 187)","(144, 26, 21)","(21, 86, 45)","(3, 28, 105)"
1006_6C,shadow_18,"(88, 84, 84)","(105, 63, 72)","(29, 51, 45)","(25, 33, 56)"
7001_21,motion_blur_31,"(190, 175, 154)","(126, 23, 26)","(13, 53, 39)","(4, 18, 53)"
7003_10,rotate_8,"(200, 194, 178)","(162, 61, 65)","(54, 96, 77)","(50, 66, 126)"
8002_12B,rotate_44,"(171, 142, 136)","(118, 17, 29)","(23, 69, 47)","(1, 19, 87)"
1008_4a,clahe_33,"(183, 138, 139)","(76, 29, 35)","(84, 110, 97)","(52, 63, 97)"
P480_rotate,8,"(20, 67, 108)","(195, 37, 27)","(45, 99, 58)","(24, 45, 107)"
2002_3c,gaussian_blur_23,"(175, 124, 123)","(153, 76, 81)","(62, 94, 88)","(66, 78, 125)"
2001_6B,noise_16,"(230, 184, 152)","(219, 92, 81)","(67, 150, 98)","(50, 74, 158)"
8002_7c,noise_7,"(177, 136, 143)","(143, 63, 74)","(58, 85, 84)","(60, 70, 118)"
7001_19,brightness_37,"(134, 122, 106)","(100, 10, 3)","(3, 19, 3)","(0, 0, 22)"
8002_12B,hue_20,"(208, 152, 158)","(138, 35, 97)","(11, 77, 91)","(11, 77, 91)"
2001_6B,brightness_64,"(202, 165, 156)","(145, 48, 48)","(49, 96, 71)","(28, 49, 113)"
2001_6C,clahe_24,"(215, 187, 184)","(176, 68, 90)","(50, 104, 88)","(46, 65, 122)"
1004_4b,brightness_37,"(121, 102, 123)","(120, 34, 46)","(26, 65, 57)","(29, 43, 96)"
2002_3c,brightness_19,"(124, 73, 72)","(84, 55, 55)","(12, 44, 38)","(16, 28, 74)"
8002_7c,shadow_18,"(92, 79, 78)","(54, 28, 32)","(24, 36, 34)","(26, 32, 48)"
8002_2B,noise_16,"(223, 207, 215)","(216, 134, 149)","(104, 159, 137)","(48, 70, 128)"
1008_4a,gaussian_blur_41,"(190, 142, 148)","(207, 133, 130)","(112, 137, 123)","(70, 75, 109)"
1004_4b,gamma_39,"(150, 133, 151)","(148, 73, 83)","(66, 100, 93)","(68, 81, 128)"
8002_7c,hue_11,"(185, 129, 133)","(153, 69, 93)","(62, 104, 88)","(64, 97, 136)"
1008_4a,shadow_45,"(102, 84, 86)","(77, 49, 48)","(42, 51, 46)","(26, 28, 41)"
7002_10,rotate_35,"(186, 172, 143)","(129, 33, 35)","(25, 60, 49)","(18, 29, 62)"
8002_12B,noise_34,"(200, 173, 156)","(180, 53, 65)","(54, 119, 94)","(19, 47, 131)"
8002_12C,noise_70,"(178, 132, 101)","(144, 21, 24)","(13, 78, 42)","(1, 25, 101)"
6004_1A,rotate_35,"(174, 166, 147)","(126, 23, 26)","(9, 51, 39)","(4, 18, 55)"
2002_6B,shadow_36,"(101, 81, 74)","(93, 47, 50)","(46, 65, 59)","(38, 47, 70)"
1006_6a,shadow_9,"(99, 88, 93)","(65, 34, 36)","(35, 47, 42)","(40, 43, 58)"
2001_4B,hue_2,"(162, 159, 179)","(159, 39, 91)","(16, 99, 40)","(4, 87, 140)"
2002_4B,gamma_57,"(194, 147, 128)","(126, 19, 18)","(12, 58, 25)","(4, 20, 70)"
8002_9A,clahe_33,"(169, 149, 134)","(191, 62, 74)","(42, 77, 54)","(45, 50, 82)"
2011_4,hue_11,"(116, 70, 35)","(142, 54, 18)","(15, 70, 48)","(0, 0, 87)"
8002_1A,gamma_12,"(184, 181, 188)","(191, 98, 120)","(25, 70, 63)","(19, 26, 63)"
8002_12C,gaussian_blur_41,"(156, 111, 97)","(124, 17, 27)","(22, 71, 44)","(2, 19, 88)"
8002_2c,shadow_45,"(55, 49, 57)","(62, 31, 36)","(24, 36, 36)","(23, 29, 46)"
1006_6a,hue_20,"(153, 123, 135)","(164, 79, 81)","(62, 102, 89)","(70, 83, 131)"
2001_6C,brightness_19,"(192, 168, 167)","(161, 72, 90)","(58, 104, 91)","(49, 66, 113)"
8002_9c,gamma_48,"(168, 126, 127)","(122, 54, 63)","(52, 78, 81)","(51, 62, 103)"
P440_noise,7,"(158, 195, 186)","(207, 37, 34)","(48, 121, 66)","(23, 50, 131)"
2002_6B,noise_34,"(180, 136, 124)","(179, 54, 64)","(54, 115, 92)","(31, 59, 133)"
